,Review
2995,"So many problems...AC needs to produce a better app, comparable to their competition...this latest version is near useless."
2996,"Ever since they were hacked, not only do you have to keep changing your password, the next time you go to use it it says your account is locked and you have to reset again. I AM ON MY 10TH PASSWORD CHANGE. I give up."
2997,Using 3x battery of fb and clunky. Kept asking me to sign in when already authenticated. Uninstalling until needed.
2998,"This is the most complicated apps of all world airlines, simply, always there is a problem somewhere especially password and access"
2999,I just want to check in using my phone but have to download this massive app. I don't have a lot of storage so it won't load properly. Please develop something that allows you to just check in.
3000,this app can never work. it keeps on asking me to remove from airplan mode or put wifi. I'm on wifi and still not letting me create account nor check flights.
3001,Does not have the ability to save the digital boarding pass to google pay which other major airlines have supported for a while.
3002,Didn't work. Good thing my tablet has the old rouge player. It works. Plays the commercials then crashes.
3003,"App continuously asks to reset the password and even though you reset it, is asks again. Same thing for Aeroplan linking."
3004,"Frustrated with repeated efforts to log in, even following AC's arcane instructions for web reset and still can't log into app!"
3005,"Really terrible app. Clunky, bad ui, and doesn't even let me check-in after being very slow and multiple attempts"
3007,"""network not available"". Um, yes I'm connected to my home wifi just fine. Useless"
3008,Other reviews sum up this unusable app. I wonder if anyone in AC has ever tried using it. Suspect it may have been developed by one of their competitors.
3009,App asks for all kinds of personal info but fails to supply it to any of the check in forms - truly stupid.
3010,Constantly syncing and using data even if I'm not flying for three more weeks. Slow as.
3011,The only major airline app that does not have a proper profile login option. AC at its best...
3012,"It just doesn't work. Check in is broken, keeps signing me out and seat changes don't stick."
3013,"Terrible app, terrible prices. No mobile boarding pass available to international flights. App is heavy - and for what?"
3014,The worst part of this app is it means you're flying Air Canada. Also boarding passes take forever to load.
3015,Nothing works.. takes an eternity to load anything. Completely unresponsive. Other Airline apps work perfectly fine.
3016,"61 megs and it can't even log in (""we can't log you in right now""). Hunk of junk. Avoid avoid avoid"
3017,"Tried to sign in. Getting ""Network not available"" while I'm on WiFi network. Does app really need cell network? Why it doesn't work on WiFi?"
3018,not usable. keeps saying no connection and to remove airplane mode. app is faulty and had to uninstall. useless.
3019,Very very low quality.
3020,Kept crashing and popping error messages across other apps even though it is not being used. Extremely poorly behaved app
3021,"it's ok, it's old and clucky not an app for 2019. but it works most of the time."
3023,horrible. cant log in because it wont connect to a network (mobile or wifi). a completely useless app if you cant even have it connect.
3024,"Can't log in, customer service says ""oh, we prefer you use our website, it's more reliable"""
3025,"Downloaded this app yesterday. But after multiple attempts I still can't create my profile to login, so I don't know how I'm supposed to use it for my up coming trip."
3026,Can load booking
3027,"In Air Canada website I can do login with Aeroplan number and pass#. But on the app, I can't."
3028,Just downloaded the app and it just crashes. There are a lot of complaints about this. Is anyone listening???
3029,always getting a no network message even though i am connected to wifi and all other apps are connecting fine.
3030,"Attempted multiple times to connect to Rouge inflight entertainment, not once successful due to apparent flaw in the application."
3031,Many failed attempts to log in. Many failed attempts to check in. Almost no support when I contact the Aero Plan.
3032,Couldn't even log in.
3033,"Unable to log in. Keeps getting the message ""Network not available"" even when I have perfectly working internet"
3034,App is terrible. Won't allow you to check in. Website does not work as well.
3035,App seem to constantly fail to connect to the server. Can't do anything.
3036,WORST APP EVER!!!!! They dont bother to update ANY of the information for your flights which results in missed flights. GARBAGE APP!!!!!!
3037,Cannot log in.
3038,"The single most frustrating app I have ever used...constantly freezing, or wheel of death / not responding"
3039,"When booking a return journey, does not gives option to proceed to select the returning flights, so pathetic!"
3040,"selected seats 5 times, saved and confirmed. went to accept policy and pay, bounced me out each time!"
3041,Can't log anymore something wrong happened to this app if so just let us know it is ridiculous to treat your loyal customers this way. Shame on you and your marketing department
3042,Air Canada rouge player does not work on my Galaxy S10+ . It is useless on a long flight to and from Europe.
3043,cumbersome reloads and.crashes frequently best of all recent reporting shows the app may be exposing my credit card for analytics...
3044,"Very poor experience on install, trapped in infinite loop of password resets on creating account makes app unusable."
3045,"Can't log in, says Network Not Available. Using web site instead."
3046,"Download on a Samsung S10 using Android 9 Pie OS. App says ""network not available"" when on data/network, on 2.4gHz or 5.0gHz wifi."
3047,"Too slow at updating flight status, could not use to check-in."
3048,"Worst app ever. Keeps logging me out and when I go to log in, it says my password is wrong. Stupid app."
3049,It does not start. The message says - unfortunately Air Canada has stopped.
3050,How many times can an app crash in a 10 minute span? Gawd awful piece of trash. Hope ACs planes work better than their app.
3051,"Not user friendly, glichy, times out often, often requires updating."
3052,update sucks. move the order of middle names so boarding pass would not match name on passport.
3053,Can't login.. Can't even try clicking on forgot password (though I know my password). Seems pretty basic
3054,Crashes a lot. Have to enter aeroplan number every time.
3055,"What's the point of this app if I can't book and pay for flights? Every time I try to pay, there's a tech issue. pointless download."
3056,Terrible reliability issues. Continues to fail at loading anything. Worst app I've used to date
3057,"""No network"" ""No network"" ""No network"" ... when there's clearly a network available. Unusable."
3058,Very bad experience. Can never login or link my aeroplan. Lots of bugs
3059,I wanted to use the app to check in for my flight. It wouldn't allow me to check in and gave no reason. So it was worthless for me.
3060,Nothing works. Can't check in
3061,Garbage app. Came back as no flights for a busy route between Canadian cities. Trying westjet now
3062,"I think an app with a million installs, belonging to a huge company, should meet a high standard and should not be a waste of my time. This app fails on both counts."
3063,Most airline apps I use allow me to use the phone as my boarding pass. I get an email that I have to print. What is your app for?
3064,"Ok, but does not remember your trip unless you are a member. so need to dig out PNR details every time you need to access your booking on the app."
3065,Cant even login because of their damn password recovery service. extremely glitchy and awful user experience
3066,Unable to create an account. The app thinks airplane mode is on... Utter garbage.
3067,"Not able to log in, always shows ""network not available"". Seriously?"
3068,"Terrible app, won't even show my seat assignments."
3069,Unstable. Keeps active in background despite settings and chews up heaps of battery. Better off without it.
3070,App crashes when you try to view your boarding pass.
3071,Your app sucks right now. I try to finish a booking and it logs me out doesn't go through I've tried this 10 times
3072,Can't use at all. Says network not available even though I am on wifi. Total waste of time.
3073,It is not responsive. Impossible to check-in on the app.
3074,Useless app. You get more options to book a flight ticket in their website.
3075,"Why allow a poorly designed app to tarnish your image. People have figured this out . It is not hard to get this fixed, maybe there is some ego in the way."
3076,Terrible application. Never able to check-in. Useless just like the airline.
3077,"App displays fares in US$. Why does an app downloaded in canada on an airline named air canada give fares in US$? Uninstalled, booking West Jet."
3078,App is very slow to load boarding information. Unusable in a rush
3079,"New changes doesn't allow for sign in, auto sync flights. Truly a garbage product."
3080,On the latest Android this app does NOT save your Aeroplan number which virtually renders the app useless
3081,"App updated today and I started getting notifications every few mins that it stopped. Uninstalled, too annoying."
3082,"""Retrieving your information"" seems to take forever."
3083,"Fundamentally useless, if the app cannot find my itinerary and load my e boarding pass then why should I continue to use this app?"
3084,I'm not able to retrieve the boarding pass so I have to resort to going to a kiosk and print the damn pass.
3085,On my last flight I was not able to use flight entertainment feature. After playing ads app crashes.
3086,Doesn't work for online check-in from Europe. I can't believe this could happen in 2018.
3087,Can't link aeroplan card. Keeps saying card already linked.
3088,Hangs. Won't connect to server. Can't log in. Rubbish app.
3089,Too bad it isn't compatible with my tablet. But why would I want to watch a show on a bigger screen? Clunky in some ways.
3090,All of a sudden constantly crashing today despite not opening it.....
3091,Requires you to download another app to work as intended but even then still doesnt work.
3092,It's scooping background data and syncing when not in use.
3093,"Ant plans to add maple leaf lounge membership as a digital card in the app so i dont have to remember my card every trip? Also, ever since the hack, i cant get tid of the passwors change popups, no matter how many times i change my password"
3094,"USD Im using an app for Air CANADA and it always displays prices in USD?!? Bad enough that it is the default setting, but changing it to CAD in the preferences still gives you the total in USD!! Looks like they want to give the appearance of great deals... What a scam!!!"
3095,"having several issues as its not loading the information, can't find my reservation"
3096,"I cant book a flight, getting errors? Kind of useless app now."
3097,in spite of having a choice between cellular and Wi-Fi connection it will still ask ya to turn off the airplane mode... Who wrote this app??
3098,Not improved usage over older version and forced update...
3099,could never get through the hour long download for android after uploading the Air Canada app.
3100,It's good but it barley ever works. Everytime I check in it messes up
3101,Everytime I open the app it asks me to update the app.
3102,I tried numerous times to add my trip but it wouldn't accept it
3103,"This application really sucked. 5 Hours flight and the damn app, kept shutting down. Couldn't handle my one plus one phone."
3104,Keep getting a crash notification after the latest update.
3105,Kept asking me to reset my password. I gave up after five attempts and removed app.
3106,"[Expletive] pos app, can't even create a profile, error code 114."
3107,Doesn't work at all with my phone
3108,They don't send emails in English and always 30 to 40 minute wait to get through to call centre I should have booked Westjet
3109,complete POS! forgeys flights. Say I'm not on line when I am. gets lost trying to check in.
3110,"Shame on it, just created an account from my laptop and this app wont let me sign in. Bad experience from the get go with this app."
3111,"absolutly trash, tells me i have no network then sends me five password updates. then duspends my account because it sent me five password updates."
3112,Haven't used the app in almost two years and Android Q notified me that it's still accessing my location. Thanks pixel Q!
3113,"Does not know yul as airport? Not sure if this is better. For now this is a big 1,nothing more. Will trie again. Here a month later and no responce AirCanada...No updates?"
3114,Garbage app from a garbage company. They record your screen and dont encrypt passport and cc details before sending it over. Don't believe me - Google it.
3115,sign in process is so complicated. different from online. locked me out . over just horrible
3116,Could not sign in. The app could not recognize that Wi-Fi was available.
3118,"Useless app, it keeps crashing when i try to view seat preview."
3119,Keeps crashing can't even open my boarding pass.
3120,Asks to access far more data than it possibly needs for basic use. I shouldn't need to share my contacts to watch a movie on a flight
3122,I cannot even download this app. Air Canada has been a total disappointment from start to finish!
3123,Very slow. Sometimes checkin doesn't work- error message
3124,Reset my password multiple times and still would not allow me to sign in.
3125,"""Disable airolane mode"" error when on wifi and 5G Networks"
3126,Impossible to log-in. Every time they asked me to change my password...
3128,The app crushing each time when I input departure city name
3129,Can't even book a flight.
3130,App crashes. Getting notified constantly even when I dont have the app open. I am uninstalling
3131,Bog slow. No status indications. Alpha software?
3132,They take screen shots and track your every move you do on your phone with out you knowing!
3133,"requires update not in the right time, and won't work without it"
3134,continuously crashing in the background despite not opening the app
3135,"App needs a re-design badly, but it works well so can't really complain!"
3136,Sooooo stupid. keep saying i am off line even i have my wifi on. other apps works perfectly. i can watch youtube. i can chat with people.
3137,Can't create an account. Get random error.
3138,No upgrade list
3139,Garbage. Checked in and my boarding pass didn't display.
3140,Useless for inflight entertainment. Wont recognize own network. Junk
3141,Three times resetted my password and the three times is not accepted. Pathetic app
3142,Guess I am not the only who is having trouble with this app. I had to uninstall the app.
3143,App crashes when you go to actually pay for a flight. ð
3144,No functionality. Terrible app.
3145,"Worst app, nothing works... Shut it down"
3147,The app won't shut off an constantly running in the background
3148,Trying to Track flight from YVR to DELHI not getting any information it's useless App!
3149,"I installed it multiple times, but it won't even open. Galaxy S4"
3150,App crashes when I don't even have it open.
3151,"Ok, but connecting boarding passes never work. Uninstalled."
3152,New update sucks!!!! Unusable
3153,Stops on launch. Reinstalled. Still stops on launch.
3154,"Downloaded the app, updated it and couldn't play anything on a 6 hour Rouge flight."
3155,"Need to sync better between Desktop version, Aeroplan and app"
3156,Very limited choice. Doesn't show air Canada timetable or flight schedules
3157,"Poor app, notice all BKG # have changed"
3159,Could be better. Tends to be slow to respond.
3161,Can't use app since last week. Says app has stopped
3162,Very accommodating love to be able to upgrade and reserve my seat. Thank you.
3163,Had to rest pw more than 3 times thinking AC pw was same as Aeroplan Pw. Frustrated
3164,App keeps crashing
3165,App opens on it's open even after it is 'force stopped'....delete !
3166,"When everyone i try to check in i always have to try 2-3 times. And even then, somtimes i am only partiality successful."
3167,The app is very glitchy. Freezes alot.
3168,Totally junk app. Useless since the update. You are better off deleting and using a messenger pigeon.
3169,Crashing non stop.
3170,Problems and bugs on a lg V30. Pretty annoying.
3171,sometimes slow and hangs up.
3172,App does not work. Just get error message.
3173,Very slow and no response most of the time
3174,App update pushed midtrip now I can't confirm my return flight!
3175,Why does it keep telling me to download update??
3176,not working! keep saying No internet connection!
3177,New app doesn't work
3178,Difficult to log in not friendly app
3179,great except does not work for flight passes
3181,"Can't login now. Been using ac and the app for a long time. Air Canada, you are the exact reason people should fear an oligopoly. I will be choosing any alternative to flying with you in the future."
3182,Awful compared to old app!
3185,The app repeatedly stops working.
3186,app doesnt work went on a 4 hr flight with no entertainment just freezes
3187,Uninstalled. Runs in backround and crashes.
3188,"Worst customer service. If you get an issue and try to reach them by phone, you wait for hours and the line gets cut. Got several times a message mentioning ""the lines are too busy, to call back later"". Unacceptable."
3189,App constantly crashes after searching for flights
3190,Can't even do multiple bookings.. What a crappy app!!
3191,Westjet has free moves. Air canada does not.
3192,Can't even check in Worst app
3193,Not able to add boarding pass...wow
3195,Quick Heal antivirus found it has hidden andoird malware. Is that so ?
3196,"The app is as awful as their flights which consist of smelly people, awful food, expensive, uncomfortable seats and whenever I go to Canada, I am convinced that I'm on the wrong flight heading towards Mumbai as opposed to Canada. It's become disgusting what this airline is doing with their consumers. All these options and extra costs. Glad there are alternatives."
3199,New app is awful after the update
3200,Cant see the reservation.kees on telling to try again. No success. Had to use their website to download itenarary
3201,Cannot connect to network although im online. They say im offline but im not.
3202,"Changed to Canadian dollars and stayed on usd ... Ended up paying hundreds more, garbage app, and it still says Canadian dollars"
3203,Useless! Bring back the old app!
3204,Please just go back to the old app already. Still hate this app.
3206,Slow and doesn't load flight info
3207,"Crashes if tablet is in forced landscape mode, luckily discovered this at the beginning of our 8h flight."
3208,will not upload any flight pass bookibgs without diibg each manual refererence entry
3209,"Finally got in and on WiFi and now the app doesn't register I'm on the network, SMH."
3211,"Works quite well, but gates are not accurate."
3215,Very very slow to download
3216,Kept crashing when not in use.
3217,air canada one of the worst airline . they likely damage your bag or at least your bag will arrive after like 3 or 4 days .. . AC customer service is probably worse than the airline .. the worst customer service i ever deal with . if they decide to compensate you for the damage and delay .. they ll send a cheque ... well i m waiting for that cheque for like >45 days and i didnt get it till now.... and finally they stop replying to my email .. summery :try another airline.
3218,always says network not available.
3219,"Worst airline we have ever used!! Unorganized, not helpful, rude staff! Lost our luggage and would not let us on the plane until they found due to international flight. Almost missed connection due to that and the fact they landed the first leg 1 hour 40 minutes late!! Then do not want to do anything to credit us or even apologize!!"
3220,"People should short the aircanada stock. App never works. Rude employees everywhere. You want to complaint? Call the toll free line? Planes are old. Overhead bins are small. And no inflight entertainment. AIR Canada? Please, call it Air crappa. WestJet is day and night, sorry I meant WestJet-Canada."
3221,Multiple flights and will not let me check in. What's the point of the app if i have to do everything I person?
3222,The New app sucks not even compatible with my phone and I have a android smartphone I prefer the old app.
3223,"glitches, fails during playback"
3224,I'm not sure what's changed but I am unable to use it as it crashes the app
3225,crashes regularly without a reason.
3226,Boarding pass doesnt work fot vonnecting flights.
3227,Worst app I've ever used i could not view entertainment during flight!
3228,Horrible new site
3229,F U this is the an absolute ridiculous app that wants to to keep changing your password and telling you it's been used for another app and blabla fn bla. I use to fly constantly overseas all over the world for years and this is my all time most hated app ever
3230,Checkin process takes several attempts.
3231,Beware screen capture technologhy records phone screen.
3232,crashes upon launch on Android device.
3233,Kept crashing. Sliwed down my phone. Garbage.
3234,"Almost there. Unstable, poor functionality."
3236,doesn't work. Garbage air canada. garbage app. garbage website
3237,Incessant app crash notification.
3238,Needs work to be friendly.
3239,Crashes a lot
3241,"Incorrect info galore. Showed wrong boarding pass, wrong meal pref, etc. Don't waste your time."
3242,Worst flight app in the world. A absolutely terrible coding!
3243,Absolutely awful Trump closed the boarder to Canada and yet you guy wouldn't refund my ticket. Absolutely disgusted with the greed of this company Never again Air Canada.
3244,this app only shows prices in CAN and US dollars. If I use the website I can see the price in HK dollars (I live in HK). So why use the app?
3245,Crashes at launch.
3246,Awful management of boarding passes
3247,"This is the worst app ever. Never retrives any information, please invest in your app amd make this better."
3249,Easy and handy to have.
3251,Stopped working. My flights won't open
3252,Crashing every 2 minutes
3253,Only ads play not the movie.
3254,"They changed my flight in the last minute, then I had no choice and had to accept a bad seat. I brought the ticket and choose the seat with almost 2 months in advanced just for avoid problems. The company was too irresponsible and it shows how they don't care with their clients"
3255,Air Canada IT does not seem to be able to get it together
3256,App is consistently unstable.
3257,I cant get it to worlk.. Says installed but wont identify my device so .. useless
3258,Keeps on crashing in background
3259,Doesn't work... It says: Price Error
3260,Terrible airline!! (But Canadiens are great!)
3261,Garbage app for a garbage airline.
3262,"It's stupid, I want the air Canada beta app available"
3263,"This app is garbage, just like the airline itself."
3264,Just been travelling with u for 2weeks 5 flights 4 out of the 5 were 1 to 2 hours delayed. I could not get connected to your WiFi. I would not recermend your airline to any one & i will never fly with again
3265,Sucks worse than the Westjet app and that is a low bar.
3266,"garbage unreliable app, doesn't deliver critical flight updates"
3267,"During my flight from Victoria to Toronto, half way through a movie it stopped and told me that I would have to pay. Very disappointed"
3268,"Terrible app, terrible airline."
3269,Glitchy and unresponsive
3270,I have an account and it's not letting me log in.
3271,I have had trouble with this app many times.
3272,It worked neither for my departure nor return flight.
3273,same issues as other users.
3274,Never able to check in with this app.
3276,UBER slow..glitchy
3277,Player doesn't work on android phone
3278,Useless app. Can't book or do anything. It's like they want you not to use it...
3279,Non stop to pump error
3280,Where's the multi flights selection?
3281,"Who ever made this app needs to be fired, I refuse to believe somebody has paid for this. As a developer I could do a better job with my eyes closed"
3282,"Horrible, when needed didn't work at all and was on a long flight"
3283,Should be more informative and friendly to user
3284,trying to order flight for different days but it shows me same day before making payment
3285,Simply didn't work on my flight.
3286,Worst update to an app ever!
3287,Keeps popping up and telling me to change password
3290,It wont log in with my ref number
3291,Doesn't install just hangs
3292,i cant change pwd says link expired. deleted bye
3293,Can't get in flight entertainment to work at all.
3294,thinks phone is offline and won't connect.
3295,App could not find my booking reference
3296,my 95 year old grandmother can develop a better working app
3297,you cannot book multiple flights
3299,Not reliable to download
3300,garbage app. rouge player almost never works
3301,Frustrating at best
3302,Doesn't work
3303,developers have abandoned this non-functional app. good job air canada ð
3304,If you can't download makes for a lousy 9hr flight!
3305,The biggest piece of trash someone could possibly code. Must be the same company that created there other piece of trash reservation system. Thank God I usually fly Westjet
3306,not very good and far from a modern mobile app...
3307,Can't log in.
3308,Doesn't work a lot of the time
3309,Bad customer service. Not very helpful. I'm not booking a flight in this airline anymore!
3310,I tried to watch a movie on my phone and I was not able to because they wanted me to download a program so I could watch the movie. But I had no internet and they wanted me to spend $8 for 1 hour of internet
3312,Quite the downgrade from the previous app..
3313,App not adding my booked trips
3314,Hi to whom it may concern i would like to know went we guys gonna flight from Montreal Trudeau international airport to cap Haitian international airport Haiti please
3315,That's all you deserve.
3316,horrible app. like seriously it never works
3317,Very finicky since hack a couple months ago
3318,Not compatible with most of my tablets
3319,Garbage as usual. How can this airline exist?
3320,Is this a joke? You cant do anything on this app...pick up the slack air canada this is a disaster
3321,Login experience is the worst i have seen
3322,Doesn't work on Samsung...
3323,It won't download. useless APP!!!
3324,Probably the worst airline app in existence
3325,Won't let me log in or send A password reset
3327,Completely useless app I
3328,"Piss me off!! , forced me to update app while trying to check in at airport"
3329,ðððð½ððºð¨ð¦ððºðð¦ðððð»ðª WORLD OPENING EVERY Times ALL GOOD Nices' [S] ð²ð¹ð±ð²ð·ð¶ðµð´ð°ð¸ð³ð· LICENES WORLD WWW SHA jORE NASHA U S' opening every times world [@] i loves World [Â©] my loves World [Â¥] Â©]Â® opening World beautiful nices World (!) United states street setting View of com World (!) United kingdom street setting View of com World (!)Some myanma mi my setting street view of com World
3330,F@@@@@@k Air Canada 0 ð from me.
3331,unable to login
3332,worst travel app ever. Couldnt make check in
3333,I am having slot of difficulty checking in for a flight tmrw. Only will show my return tmrw night.
3334,The new updated app is horrible
3336,"REALLY BAD SERVICE!!!!!!! We had a flight Seattle to Lisbon last week, but we were not able to go on the flight. MY MOTHER had just Passed away and the funeral was two days before the trip. We had tried to talk to someone about maybe changing our flight to January or maybe February. We tried use the app to have someone contact us to no avail. We filled out the customer support request on line and that was a week ago and still haven't heard from the airline.... Very sad and BAD CUSTOMER SERVICE!!"
3337,it so slow to access your info
3340,Bag is annoying me.
3341,can't find my flights unless
3342,not very easy to use.
3343,"Been ""waiting to download"" for two days"
3344,Gate information is rarely available
3345,Terrible! Go back to the old app!
3346,can't search anything on this app! waste of time
3347,"That $3000 5-hour business class flight of yours that only has one person working the priority check-in. Who then tells you to go to another counter, where then five (!) employees talk about stickers until you miss your flight. Then if course it's another $75 to change to the next one. Don't forget though, cant drop your bags so have fun sitting for hours doing nothing. The air travel is appalling."
3348,Cant get digital ID
3349,why is there no zero star option?
3350,Horible!!! Why did they change
3351,Why cant I get boarding pass
3352,I hate change for the sake of change
3353,Have had lots of trouble getting things done
3354,Worst new app in history of travel apps omg
3356,Can you give zero stars?
3357,Will not let me check in. Useless.
3358,Well that's embarrassing ð¤£
3359,it sucks bring back the old one
3360,very limited abilities
3361,keeps syncing annoying
3362,"Double billed me a flight booking (made two separate reservations). 45 minutes later on hold long distance charges as there are never enough call staff, resolved. I asked if my expectations had been achieved, staff said yes, i disagreed politely, she repeated that my expectations had been achieved, and here i am. this app has a very significant glitch that ruined an hour of my day and interrupted my work. 50k elite member. Livid. Added: incredible lag within the app when checking in."
3363,This app is worthless...fly WEST JET
3364,"So badly designed, it's a shame"
3365,Very Disappointing & confusing....
3367,New app sucks !!
3368,Dose not work.
3369,Can't add trip
3370,Really gone backwards
3372,It dont work !
3374,New design is trash
3375,Hard to use
3377,Will not load
3379,So upset. i cannot check-in with this app.
3380,"Just like the airline, it sucks"
3381,This app sucks
3383,Do you not think people use this app on a tablet? why is it only in potrait mode? please allow landscape mode.
3384,awful app...tells me that I am offline when I am on wifi or mobile data
3388,Please don't fly with Air Canada. I have worse experience. I am never recommend to anyone. Please avoid it if possible.
3389,How about defaulting the currency to Canadian dollars instead of US dollars.. as you know this is a Canadian company not an American one.
3390,Can't create account.
3391,Noy easy app
3392,Charges me in USD so I won't book flights on it until that is corrected.
3393,we booked a flight to got Saskatchewan the flight got cancelled because the plane tire blew. then we were supposed to leave the day after and they canceled that till 2 days later so overall air canada had ruined my only vacation with them.
3394,Totally useless obviously Air Canada does not care to provide a quality product to their customers.
3396,Duration is wrong for flights that have multiple time zones.
3397,"Epic failure, just one more of many"
3398,"Not an ap rating, a rating on the customer service I received at the San Diego airport."
3399,I will need to pay to watch movies and have wifi on the plane ð¥ð­
3400,"still waiting for my flight, i want to see my dog, i need sleep and a stupid flight attedent is still staying here because of that stupid gosh darn meatball"
3401,These idiots keep cancelling my booking for no reason. F*** you and your rubbish customer service
3403,when I check.a ticket.the.price go up whenever I go back.
3404,Rubbish utter rubbish the company should win a gold medal for lip service
3405,Reset password constantly
3406,Records my screen. This app violates your privacy.
3407,The worst ð Get it together Air Canada.
3408,Made ne updatevwhule showing a bar code.
3409,rouge player never works so ZERO entertainment
3410,"Myself and 2 girls went to check in and realized one of my daughter's passport had expired (thankful we have Nexus) but custom border was close. Long story short, the check in clerk she (didnt have a name tag and I had forgotten to ask but supervisor's named was Dave) was sooooo accommodating and compassionate towards re-booking (for free) our flights, an extremely limited flight to St. Thomas, I actually was so calm and not even upset with myself that I cant travel until the next day. I was overwhelmed by the level of compassionate and understanding of the staff at Delta airlines. Thank you for making a frustrating human error and turned it into the best circumstances it can be. I am always grateful for you this situation. Thank you Dave and my check in ""angel"" at YVR airport. I am forever grateful of your generosity."
3411,OMG. I did it so on October 23 this was my very first time flying. Nervous is a understatement. I about crapped my pants. Not to mention i had 4 children under the age of 10 to accompany me. As i boarded the plane it was pretty much smooth even though I did not know what to expect. At take off my 5 year old daughter screamed her lungs off i'm sure scaring other passengers. As a mom I had to stay calm even though my heart was in my stomach. In the air i was a nervous wreck but it's not like I could get off. The turbulence omg omg omg it was consistent even freaked me out more.
3412,Once the flight attendant Kara and Jay found out it was my first flight they treated me so very well. They continued to check on me and my children. I had a couple drinks before i realized it i'm like what turbulence. If i could have tipped these two I would but they were not allowed to take tips. Kara and Jay you guys were awesommmmeeeeeeeeeeeeeeeeeeeeeeee sauce and I appreciate you all so so so so so so so very much and I wish them best of luck.
3413,"Our last 2 experiences with Delta have really helped restore my faith in humanity. About a month and a half ago, my wife and 6 y/o daughter missed their flight due to weather and terrible traffic. Long story short, they were put on the next flight. My wife asked if they needed her card number and the girl in customer service said, We're not gonna charge you. I almost fell over. A few days ago, there was a mix up in flights (again it was OUR mistake, not Deltas). We were traveling with our 2 children and my mother in law. Luckily we called ahead to confirm. Turns out, my mother in law was departing out of a different airport. Again, they fixed the issue (the DAY before the flight no less) and AGAIN, didnt charge us. After these experiences, I would HIGHLY recommend Delta to anyone. Keep it up! Unfortunately, we threw the paper out with these awesome employees names."
3414,"Since 2009 I have flown to Philippines for personal and business purposes. After using multiple airlines, Delta comes out on top for superior customer service. The staff are clearly motivated, engaged, and interested in any passenger needs. I appreciate so much that about every hour or so there are staff up and down the aisles offering drinks and one can always go to the kitchen area for more if needed. And the meals and snacks seem to keep coming at just the right intervals."
3415,"Sadly the performance on partner Korean Air fails to meet Delta standards and on their flights I feel I'm dying of need for food or drink long before it's offered and the staff at the Korean Air gate act as if Delta ticket holders are imposters. I've been using Korean Air lately because I'm most comfortable with seat choice on the 747 and mourn the loss of that plane from your Delta fleet -- guess I'm just old fashioned but there is something irreplaceably comforting about a 747 4 engine aircraft with such an impeccable and decades long safety record. As a repeat flyer I would gladly pay extra for a Delta 747 seat to help pay for the higher fuels costs -- couldn't you reconsider its demise and offer it as a special option? Anyway, many thanks for your ongoing top performance and yes I will continue to fly Delta and partners."
3416,"Highly recommend, the best company, excellent in customer service. My daughter booked two trips next month from American Airline and Delta. When I did change today, the two companies response are totally different. Delta customer service is excellent, they respond to the phone call immediately, an agent on phone resolving the issue with a warm heart, do the best assistant me, you will feel the world is beautiful because there are beautiful people."
3417,"Amerian Airline customer service is horrible. It not just waiting for 30 minutes to get a response. Also the agent on the phone is heartless, Cold. The ticket is $1200. The agent refuses correction ticket, credit or refund. The flight schedule is a half month from today, make me total confuse, it is a conspiracy that big company (AA) cheater customers and take advantage of consumers. The response from Both Airline Company, The Result is: AA is the worst Airline Company. Delta is the best company, they are beautiful people and make the world a beautiful Place to live. Highly Recommend!!"
3418,"I only gave a 1 because that was the only option, otherwise I would have left that part blank. The caronavirus is everywhere. Nobody planned for this. My mother and I had booked our flights a while back and we are supposed to be going April 15th. We decided we shouldnt be flying even if everything is cleared up at that time. I just started a new job and was approved for vacation when I was hired. I will not have a vacation by the time their credit that they were offering was going to expire. We asked if they could make an exception and they wouldnt."
3419,"Pretty sad that other companies have refunded a few friends of mine that were supposed to be traveling. Even Allegiance refunded one of my friends. Delta is a very well known airline, youd think theyd care a little more about their customers instead of trying to hoard the money. Now I get to pay into their payroll and now also get to rent a car to drive down to South Carolina from New York. Keepin it classy delta, keepin it classy."
3420,"I bought tickets to Florida in order to go to a couple of spring training baseball games. When the games were cancelled I attempted to go anyway. Domestic travel has been strongly discouraged and I had to cancel. Delta kept 1/2 of the fees, $600, and credited me for the other $600 towards future travel. This was beyond my control, a global pandemic. I should not be penalized for this. Next time I will drive."
3421,My wife and I purchased 1st class tickets many months ago prior to the Corona-virus outbreak. My wife became very sick with a nasty sinus infection and as the Corona-Virus was in full swing many people began cancelling trips. I am close to 70 years old and felt it was not a good idea for my sick wife or myself to travel at this time. This was an unusual experience as I am sure it was for everybody. Our flight down to Nashville was with Jetblue. They immediately refunded our money with no problem.
3422,"When calling Delta it took 2 hours of waiting time to get through and a ridiculous battle to get them to refund our money. They fought me every inch of the way. They beat me down to a point that I finally took what they offered which was 100 buck per ticket which was a total of a 200 dollar loss. We felt that under these condition they would simply refund our money our of good faith. I will never fly Delta and would NOT recommend to anybody to use them. Remember my wife was very sick and the Corona-Virus was in full swing. Seems like it would have simply been the right thing to do. I received refunds from all hotels, and Jetblue with no problem at all. Delta, You have not behaved in an honorable way and people will not forget this."
3423,"The app worked great for awhile, but now I cant even look into booking a flight. If you put in an airport in the from and to sections, it stays blank. The number one feature, being able to book or check out potential rates and prices, is unusable. The app was never great, but if it fails to perform its primary function, then it is trash. Just use the website."
