REVIEW,SENTIMENT,Module
"Generally a decent app for going paperless which is nice. However, not a single time I have attempt to purchase a mile booster or make any purchases of any kind through the app have I been able to complete the purchase. I'm always faced with a service is unavailable type prompt and because of this Delta has missed out on much of my money, Lol. I will never make the extra effort to use a computer to complete this or purchase anything in person. As a pretty stereo typical millennial, I can tell you that you are missing out on a lot of money Delta by not having a working app. You do some much else so well but this is for sure an important piece of the puzzle. Figure it out please.",Negative,Application Crashes
"This app is far and away the best airline app out there. When my flight was delayed, the app immediately offered to switch me to an earlier flight and offered four suggestions. The service was immediate, and far exceeded anything I could have gotten at the gate or the check-in counter. Delta has also really streamlined the check-in process for the app. All I have to do is acknowledge that I can't bring dangerous materials. Where other airlines use the check-in process to try and sell you upgrades, Delta has simply streamlined theres for efficiency. I'm consistently impressed by this application.",Positive,My trips page
"App continually crashes. More often than not, I can't even make a reservation. My reservation has been lost along with my boarding pass at the most inconvenient times. Better get a hard copy of your boarding pass because you can't depend on the app having it.",Negative,Application Crashes
Love delta best airline!,Positive,User Experience
"We all need one primary thing from an airline app, and that's our boarding pass. This is not immediately nor really available from the app. It was easier to use their clunky website and get my boarding passes texts to my phone. I've never uninstalled an app so fast, never found an app so useless. It looks like it's loaded with features, yet nothing I need is contained within.",Negative,My trips page
"The app is a bit frustrating really. On my phone the dialogue boxes don't line up in the frame, so you can't select anything, I have to go in as a guest, because it doesn't accept my account information, and when I do things like reset my password, the app says that the functionality is unavailable and to try again later. Dissappointed. Apps like this can be a great help when traveling, and just make things so much more simple. Hoping these get fixed.",Negative,Application Crashes
"I've used this app for years, and it's always been great. Now, with my. latest trip it was showing my flight as being 'Today' even though it wasn't for 24 hours, and when I approached the gate to enter, the boarding pass disappeared. Not cool. It seems to have some issue with the Time Zone perhaps? Never had an issue until now. But, I could see how it could be a major issue if you are just entering security when it goes away -- luckily for. me I just had the gate agent print a boarding pass for me. Fix this!",Negative,My trips page
"Boarding passes for the right flight automatically showed as if I was flying a day early. Then, on the right day I had to search to find the boarding pass. It found it and I was able to use it to get through security. Then, literally while three steps from the gate the pass disappeared and told me I had no flights that day. Time to uninstall and find an airline that can manage their app.",Negative,My trips page
Cool idea but execution is bad. It keeps losing by boarding passes.,Negative,My trips page
"Terrible. half the time when you open the app to view your trip information, it doesn't pull it up. Rather, it asks for your flight number and confirmation. While you are already logged in... Why do they think I got this app? So i have that information handy! I can't tell you how many times i have stood in line to board, only to get to the front and need 5 minutes to look up my information. separately.",Negative,My trips page
"Awful. Love the layout and the look, but it often crashes and/or just doesn't work. Trying to change my seat from the boarding pass screen ALWAYS crashes. Doing it from my trips usually works, but overall its no longer dependable even for a boarding pass. Too often, I've gotten into the boarding area (SKY btw) and the boarding pass disappears and i have to step aside and wait until the gate agent can manually check me in. By then they've boarded the whole plane, it's just ridiculous.",Negative,Application Crashes
"Oooweee, I'm a bit new to Delta and this is my first time using the app. It is some hot garbage. Can't just view my trip without inputting conf#, try to check in but get the ""one of the legs of your trip requires a gate agent"" but it keeps kicking me back, so no mobile boarding pass. Gate changed and 20 min later we're still waiting to take off; no updates on either from the app. But I can ""track"" my bag! ?? What a turd.",Negative,Baggage page
"The phone app is great, the WearOS app not so much. The WearOS app will stay on and not show the boarding pass well (white screen most of the time and not the QR boarding pass code). Also, with the new WearOS 2.0 upgrade, this app caused the watch to constantly crash this morning every 30-45 seconds. Uninstalling the watch app brought stability back to the watch.",Negative,Application Crashes
"Okay help tool, don't depend on it. While I was flying, Delta sput me out on my transfer airport with 10 minutes until boarding at the opposite side of the airport and I still had to go through passport check. I know that is not the fault of the app, but it certainly didn't make it any easier that I had to hunt down an airport employee, that didn't send me away because of my young age, to ""discover"" what my boarding gate is, since the app didn't display it. It also ""forgot"" my flights...",Negative,My trips page
"Undo your changes! When my screen times out i have to relaunch the app. This is a huge inconvenience when boarding, going through security or even searching fights. This a relatively recent change that is a big pain. If I have the boarding pass up and the screen times out I should not have to go back to the beginning to relaunch the app and then wait for the QR code to pop up just to go through secure or boarding. Please go back to prior functionality that leaves you where you left off.",Negative,My trips page
App requires a good deal more attention in order to make it functional. App regularly requires me to re-check in in order to access my boarding pass which has caused numerous frustrations while boarding in airports with poor connectivity. This is a major bug that needs to be addressed.,Negative,My trips page
Awesome service great flights,Positive,User Experience
"I rated the app one star for one reason. It doesn't save my boarding pass. It says i don't have any current trips and I have to search for it via my name and confirmation number every time I open the app. This is a huge pain while traveling in the airport because I have to keep pulling it up. The boarding pass and trip is such a basic thing it should not disappear from the app. Honestly, it created such an issue while going through security that I don't think I'll be flying Delta anymore.",Negative,My trips page
The app hasn't been reliable for at least 3 months. You have to have paper boarding passes as a backup. I have been at the gate on a connecting flight and your boarding pass disappears. It says that you have no flights scheduled. Then you are holding up the line. It is very frustrating. I have reported the problems to counter personnel and gate personnel. Very unreliable.,Negative,My trips page
"App never allowed me check-in; always had to use a laptop or desktop. App ""needs"" access to GPS location for some reason but couldn't possibly rely on phone's provider for datetime. My phone's datetime updates automatically by signals in time zones without having to enable GPS. App is seems slower now (June 2019) than in March of 2018. App runs even when I have no flights; unable to disable; removing until I need to fly again.",Negative,My trips page
Site way complicated to navigate. Takes you all over but not where you wont. Needs to be way more of a simple design lay out,Negative,Navigation 
"The app works only under ideal circumstances. Today I was flying on an itinerary with 2 tickets under different names. The boarding pass barcodes were reversed - not matching with the names and seat assignments displayed above them. This caused a big mess at security and the gate. Since it isn't possible to verify the barcode myself, this is something Delta should make sure works. (Also, the app doesn't let you send the SMS boarding pass that works correctly - you have to use the website.)",Negative,My trips page
"Fly American often, but lately have had a few Delta flights. they're both the two largest American airlines and I expected the apps to be similar. Wrong. The Delta app behaves in complely unexpected ways. It suddenly needs to refresh when you just looked at your boarding pass a minute ago but now you're showing it to the agent before entering the line, causing other passengers behind you to look at you in disgust. This is just one example.",Negative,My trips page
"the app constantly reloads your check in every time you open or toggle to the app, fails as you likely won't have service at the terminal door. it'd be helpful to add the option to save boarding pass to a mobile wallet. the application will also auto check in when you open it the night before the flight, bypassing the option to change seats or request a comfort+ seat. once you're checkd in trying to change seats results in an error. they will tell u to call 800# to waste time, no fix in sight",Negative,My trips page
"Overall the user experience is fine, however I have had a number of issues where a trip will suddenly disappear. I've been sitting at the gate, go to pull up my boarding pass and it's gone. Leaving me to scramble for my confirmation number to re-add the trip. My next trip, I'll be getting a printed boarding pass.",Negative,My trips page
"This app is useless as a boarding pass. I've tried to use it twice, and both times it would repeatedly log out before boarding. lt'd force me to re-enter my name and confirmation number almost every time tried to use it, even if I hadn't closed the app or locked my phone. This last time I managed to get through security using it, but when I got to the gate, the app forgot me again and said it couldn't be used for my flight! They had to print me a boarding pass there at the gate. 100% useless.",Negative,My trips page
Awful experience. Poorly designed UI. Slow responses. Crashes. Paper tickets were a much better customer experience. Delta should be ashamed to subject their customers to this app.,Negative,User Experience
It's too flakey always having difficulty,Negative,Application Crashes
Works intermittently at best. Delta's website is not much better.,Negative,User Experience
This app is incredibly slow on my phone and flaky. I have to delete it and reinstall it quite a bit.,Negative,Application Crashes
"The app works great when you're not in the airport, however when you're in the airport it fails. It either takes several minutes to load your boarding pass, or it gives up entirely. I'm at FLL now and had to get printed tickets from the gate when the app lost all of my information and stopped logging in, after spending several minutes at the TSA station waiting for the boarding passes to load, even though I had them preloaded already and waiting to go. Screenshots are the way to go.",Negative,My trips page
"Bag tracker doesn't show which carousel, the airport monitors have the information but not the app. Inbound flight selection rarely works on the first attempt, must reload page then try again. App wastes 5 seconds every time it starts, just to show the Delta logo. Early and late flights looks the same with a big red exclamation point. Clicking on notifications doesn't take you to the associated page and notification disappears.",Negative,Baggage page
"I use this app pretty often as I travel about 1.5 times a month on average, most of the domestic trips on Delta. The bar was pretty low for airline apps but I'm always so impressed with how good this app is. I can do everything I need to on the app and have all the info easily at my fingertips. Searching for flights is easy, changing flights or cancelling flights is easy. I love that the boarding pass is clear, easy to use, helps save paper, updates pretty instantly with any new info, and has all necessary links like clicking on your seat takes you to the seat selection screen.",Positive,My trips page
Very powerful and useful app but calendar is so frustrating!!! Add to calendar feature is suboptimal. When an itinerary consists of two connecting flights it only adds the first leg. Even on the apple version the total span of time is added for both flights (I still have to hard code type the 2nd flight number) but not so on Android version.,Negative,User Data issue
"Platinum member. The App has some nice features, but utterly lacks a good user endgame. It reels with a corporate ""you come to me"" feel. Why do I have to check in 10 times for a simple flight to get to my boarding pass? Why do I have to start over every time I launch the App while waiting at my gate? Get it right Delta. You have billions of dollars. A proper App is a small thing in the scheme of things. You have a 3.5 star rating for this App, and that is generous. Deliver.",Negative,My trips page
I don't know what's happened to this app but none of my reservations pull through anymore. It used to work so much more smoothly in the past...fix the dang issues Delta,Negative,My trips page
"This last trip had a delay due to weather. The app told me that it was running late and suggested that I get a different connecting flight. It was so helpful and that new flight was at no charge (maybe because I had the insurance?) The reason for the 4 stars is that, while it was usually great at remembering my info even though I was signed in as a guest, it would forget in the worst timing: when I was in line to board the plane and needed to show my e-boarding pass. I would recommend it anyway.",Positive,My trips page
The app doesn't let me even sign in.,Negative,Login Issues
"My Trips was the most useful part of this app. now it's just a marketing tool to up sale customers. no focus on usability for the actual guest. i loved using it to simply validate that my flight and seat assignments are correct and give me a feeling of confidence that delta didn't muck with my original purchase months ago. it shows two radio buttons, a dollar amount or sky miles, and a button that says, select or purchase seat assignment. what a confusing mess! sales dept has ruined the app!",Negative,Booking Page
This is the absolute worst airline app. I travel weekly and it is completely unreliable. The moment you lose wifi or data your boarding pass disappears and the app says you do not have any trips. This is ridiculous - other airline apps keep your boarding pass available at all times. I am Platinum on Delta and the app is so frustrating that I am considering going back to United. Fix this!!!,Negative,My trips page
"Most common issue I see among user reviews, & applies to me as well -- trips that I have previously entered do not get saved when I return to view later. The website seems to have this same issue. This makes it so the user must enter their first/last name & confirmation code every time they want to view trips which is very inconvenient. Accessing the boarding pass quickly is the only reason I have for downloading airline apps in the first place. This should be a high priority bug. Phone: Pixel 3",Negative,Login Issues
"I would give it three stars if this was only for domestic flights. I tried this for my family's trip from a US city to Cancun. The check-in worked fine though I had to enter passport information for myself, my wife and son. But several significant problems happened after that. 1. The app does not provide an offline mode. When we arrived at Cancun, and went through the custom and security, I was asked to show boarding passes. At that time. my cell phone was not connected to the network via WiFi. When I opened the app, it tried to Updatethe information and said something like ""need to be connected to network"". I couldn't find a way to show e-boarding passes. 2. There is no way to show e-boarding passes after the flight has arrived at the destination. So, in my case, I guess I couldn't have shown the e-boarding passes at the security anyway even if the app was connected to the network. 3. For our return flight, I tried to check in at the hotel. But the app didn't allow me to do so. It only worked for my son because he is a US citizen. My wife and I had to check in at the airport. So, it is useless for international flights.",Negative,My trips page
"don't use for bag check. error when adding bag w/app. added bags to all 6 in party in not just 1 person checking bag. couldn't pay or correct error in app. CS agent kept talking over me when trying to explain problem, ten min in call FINALLY asked for confirm. # to check prob. couldn't correct either and said to just check @ airport but we were staying @ Disney resort so bag transfers from resort must be paid in advance & are printed on boarding pass. very frustrating!",Negative,Baggage page
I recently flew and forgot my Delta Credit card and couldn't make purchases on my flight. I'd like to see added to the app a QR code in the app linking the credit card so the flight attendant can scan the QR code charging to my credit card. This will also save the flight attendant time as they will no longer have to input an email address to send a receipt. What do you think?,Positive,My trips page
"The app doesn't work at all. Had to print my boarding passes anyway because the stupid app wouldn't pull it up. Also as a side note. Delta has been a horrible experience and after this trip, I will never fly Delta again. Delta has forever lost my business. I will be deleting this app. You guys are horrible all around and the app is a reflection of this.",Negative,Application Crashes
I have spent over an hour trying to book flights for myself and a friend and I have never had so many problems with anything! First of all I can't book through the app because I'm using gift cards and there is absolutely no place to use them on the app which is absolutely ridiculous. And then I had issues trying to do it online! I thought apps were supposed to make things easier not harder,Negative,Booking Page
"needs to be cleaned up. too many tabs. needs a widget like the other 2 major carriers. the app loses my record and have to type first and last name everytime looking for my record(should know my name from my acount that im logged into). just doesnt look clean and sharp and bright like other airline apps. colors are dark and bland. give options like ""find skyclub"" or ""why is my flight delayed?""",Negative,User Experience
"The app is consistently spotty. ""We're sorry but we cannot locate your flight at this time"" or ""we're sorry but we cannot complete your request at this time"" etc. Unfortunately these issues occur when the app is most needed, check in, boarding, or at times when the app is needed for updates during times of flight issues. The app should save time and stress for the customer throughout the entire travel experience, but it has consistently (in the last 7 months) failed to do this.",Negative,Search page
Fails to Updateflight info such as gate# and departure time even though all the info at 24 hr prior check-in and info at airport arrival is up to date. The app's flight departure time and gate info doesn't get accurate info until the plane that you're leaving on has actually landed at your airport. Just print boarding pass on a PC and do it the old way. At least you'll have the info. App also feezes and needs to be restarted.,Negative,Flight Status
"1. entered valid credit card several times and it gave fatal error and required that I start over repeatedly. 2. why cant I shop for flights and switch between credit card and miles at the end?? 3. why dont you store my delta credit card that I've used dozens of times on your app? I always click save for later when available. 4. all fields required error... but I filled in all fields. 5. app wont keep me signed in no matter how many times I try to save credentials.... Delta, get it together.",Negative,Payment Page
"A silly app if you're flying codeshare. I flew with a Delta ticket on Aeromexico. I checked in on the app but had to check in again at the airport with Aeromexico to get a boarding pass. The Delta app offered no information on gate number, departure time, baggage - nothing. It was absolutely without value apart from making me believe, initially, that I was checked in.",Negative,My trips page
"This app was great until this morning when I was getting ready to go through airport security. I had it up on my phone and when I pulled it up, the app said it was temporarily unavailable. I couldn't get it to work that I had to go back to the ticket counter and have them print them off! I had almost missed my flight. So disappointing.",Negative,Application Crashes
"I mean, it does the job... sometimes. For a nationwide/international company, this app is pretty sub-par. It frequently logs you out, using a password manager seems to not allow you to log in, seat map and selection screens don't work all the time, and it generally feels sluggish. Pared with the awkward feel of the user experience and it leaves you with a bad taste in the mouth before you even get to the airport. It's a shame, really. Especially when United's app does the same but *much* better.",Negative,User Experience
Keeps crashing...did a re-install. Still crashing. I only fly Delta. Not very useful if I can't use it.,Negative,Application Crashes
"Good app, does what I want when I need it",Positive,User Experience
"I just returned from a trip. I flew on 4/17 and 4/24. I managed 4 boarding passes with TSA on the phone. on 4/17, just as we were about to board, the boarding passes completely disappeared from the app. just not there. caused a delay, had to provide my license, they had to print 4 boarding passes. I chalked it up to a glitch. A week later it was time to board 4 people again. I loaded the app before security and the boarding passes were there. I hung out at the airport for an hour before boarding and they ere there. I was checking all of the time because of the previous experience, but was confident it was a glitch. Guess what, right as my zone MAIN1 was boarding again, they disappeared. Nothing I tried to do worked. I logged out and back in, i tried to search for boarding passes via confirmation, i even restarted my phone and they were GONE!!!! How frustrating! what's the point? Luckily, i used the screenshots this time, but the bottom line is THE APP CAN'T BE TRUSTED. Don't even get me started on the old broken down plane I flew on.",Negative,My trips page
"nothing like getting to the front if the security line for a flight you are already late for, and your boarding pass disappearing from your screen as you're about to scan it. got a message saying no travel plans found for traveler. had to run out grab a pass from a kiosk, wait in line again and barely made my flight. this app is extremely unreliable. also cant do same day flight changes from app.",Negative,My trips page
"The Fly Delta app is beneficial to every type of traveler. As a leisure-traveler and Medallion member, the Fly Delta app provides updated on the go information that's relevant to what I'm doing. Bag tracking, boarding passes, seat maps, and flight status are all accessible within seconds. Mobile check-in is seamless. Flight updates and alerts such as time changes, gate changes, boarding starting, and cancellations are delivered instantly.",Negative,My trips page
Love the app hate the bugs. its essentially a great app but when switching from cellular to wifi or just the opposite and the app is open it wipes out all of your saved trips. if you use the back button or force close app it also erases. seems to only be an android issue. it's extremely frustrating when you are in line with TSA qnd you lose your boarding pass,Negative,Application Crashes
"the app constantly boots you so you have to log in every time you use it. It also frequently rejects correct log in information - i couldn't log in with a password i had written down the last time i changed it, then was forced to change my password, which was then also rejected flying is stressful enough without being locked out of your account before your flight every time",Negative,Login Issues
"For at least 4 months this app has not allowed me to book travel through it and won't remember my Delta Amex info. I haven't written review because Delta's usually on top of things, but this is rediculous. I go through all steps of the purchase until where i enter new credit card and click the Buy button. It tells me I need to fill in all fields to continue and vacates what I've put in the security code field. I then re-type my security code and it does it again, always deleting what I've typed.",Negative,Payment Page
"I use this app every time I fly. about 4-6 times a month. It's very good WHEN IT WORKS. If there is any sort of flight delay the app becomes completely useless. 9 times out of 10 it doesn't Updateto your latest flight if they rebook missed conmections. I also travel with a dog, when you do that the airline doesn't let you check in on the app, which is fine. But once I check in at the airline the app should start working as normal, But it Doesn't! It also has constant errors when picking seats.",Negative,My trips page
"It will often drop my reservation. When I reenter the flight confirmation number and name it just spits out the error ""We were unable to find a reservation with the information provided. Please try again"" Yet if I go to the Delta website no problems finding my reservation. This crash usually occurs when the flight gets delayed or when you're trying to pull up a boarding pass to get on the plane",Negative,Booking Page
Can't get in. Can't reset login,Negative,Login Issues
Very good airline App,Positive,User Experience
"app did not Updatemy connecting flight information (gate, boarding time), even though the gate was listed 24 hours ago when I printed my boarding pass. choose the track my bags button and I was required to put on my bag numbers - I did not have to do this with the United app. the app does not give the information about the flight (power, wifi, food, etc)",Negative,My trips page
"Consistently, by the time I reach my first stop, all electronic boarding passes are gone - even the one I used on my first flight. Ticket counter and gate personnel are aware of this flaw. Hopefully you are too. Please fix.",Negative,My trips page
"It's very inconvenient to use. This app can't remember my name and any flight confirmation number. I have to go through a cumbersome login procedure every time I reopen the app to access my boarding pass. In the end, I had to use the Delta website to print my boarding pass to a PDF file on my phone.",Negative,My trips page
"this app is buggy and unreliable 1. Even if ive pre-loaded my boarding pass when i have access to data, when i get to the gate, about half the time the app relaunches and makes me log in again and enter the flight number. 2. When flying as a 2nd person on another persons itinerary, both QR codes res",Negative,Application Crashes
"Great ... except when it glitches unexpectedly at the VERY last moment. My wife and I decided to go completely electronic on our last flight. No more printed boarding passes. We both had the Delta app on identical phones and could both bring up both boarding passes on either phone. We thought ... even if a glitch on one phone, we could bring up the boarding passes on the other phone. 5 minutes before boarding we both had the Delta app open with both of our boarding passes on the screen. Then, both our apps simultaneously logged off, requiring us to login again with our passwords (which we didn't know). This despite the fact that the app always remembered our passwords in the past. ARGHH... Fortunately, the Delta gate attendant brought up our boarding passes on his terminal and let us on. He acknowledged that others were having the same problems. The fact that both of our apps went down at the same time indicates that this is probably some security measure from the Delta server. OK, if this is necessary at least, let us know.",Negative,My trips page
"This app is terrible. Constantly giving errors and has to be restarted, and has also bugged my boarding passes before when travelling with other. Today, I reset my password on the computer because of too many log-in attempts, I go to log in on my app and it says my account is locked and I have to call customer service. What?? But I just reset my password! I go to log back in on the computer - locked as well. Customer service tells me THEY have to wait 24 hrs! Why even tell me to call them???",Negative,Error Messages
Crashes every time,Negative,Application Crashes
"I gave up on this app after it repeatedly asked to change phone settings with no luck. Bottom line, the competitor airline apps are easier and don't require this difficulty. As a business traveler the app needs to work all the time or I use another airline. Simple as that.",Negative,Application Crashes
"3 out of 3 times I've used this app, it functions well up until about 2 hours before my flight, at which point my flight details are removed and searching with my confirmation number does not work, forcing me to print a boarding pass. I can screenshot my pass earlier to use it and hope that nothing changes, but this is Delta, and that is not a positive experience. Happy to Updatemy rating if i can get onto a flight 3 times in a row without the app clearing my flight data.",Negative,My trips page
"Doesn't consistantly give notifications. On multiple occasions it failed to pull up boarding passes. Behaves erratically when not able to connect to the internet (like when your phone is trying to connect with airport wifi, but the router wants you to agree to Ts and Cs.) User authentication can be difficult.",Negative,Flight Status
It keeps crashing on my galaxy S9+. I literally have to uninstall and reinstall every time I use it. I don't have this issue with any other apps!!! It's very frustrating and not what I expect from my favorite US carrier!,Negative,Application Crashes
"I have used virtually all the major airline apps and this one is way better than any other. Remembers my info (if I want), tells me when there is a flight delay, tells me where my checked bags are at: if there is a delay that may compromise a connection, it offers suggestions ; helps quickly find the lounge (very important) ;even lets me save a pic of where I parked my car. The only downside is that it is difficult to check in to code shared flights with WestJet but easier than United/Air Canada",Positive,My trips page
Nice app but needs to fix 2 things. I can never pay for my luggage ahead of time. I check in on the app then go to the airport to pay for luggage. I also need to put my KTN in at the airport and the app doesn't Updateby the time I get to security; would be nice to be able to add it via the app. But it does provide good flight and baggage info.,Negative,Payment Page
"Love the airline and service, but I've not been able to book flights directly through the app for a few months. I've tried uninstalling and reinstalling, as well as confirming it had all needed permissions, cleared data and cache, and it never lets me select airports. Managing reservations I've created online has never been an issue, but it's slightly irritating that I cannot book through the app. Would be 5 stars if I could book through app successfully.",Negative,Booking Page
"Logged me out, wouldn't let me log back in, tried MULTIPLE different avenues to attempt, even said my email was invalid. Horrible experience for someone who has an anxiety diagnosis. Do not recommend!!",Negative,Login Issues
Never remembers my login information. Now it won't let me log in at all.,Negative,Login Issues
"It runs constantly in the background even when not used. Even after I kill the app it restarts again and again. I use it maybe once in 2-3 months. So I uninstalled it. I will only install when needed and immediately uninstal it. Delta, you need to do a better job!",Negative,Application Crashes
"It's always losing my trip right before I need it. It's nuts. I put in my details it finds my trip and then I get in line... Phone screen goes off and I go back to the app and it says ""no trips. Find your trip"". I now have to hold up the line and type my confirmation # back in to pull up my pass. It's soo bad I don't fly delta because of it when I can. Oh, and when trying to type in your name and confirmation to find your trip, if you switch apps it clears the fields!!",Negative,My trips page
"Confusing. Has some good features, but it's almost impossible to find information about upcoming trips. It's way too focused on what's happening in the next 24 hours and selling you upgrades and has way too little useful information about future flights. It's basically a marketing tool for Delta.",Negative,My trips page
the app is quirky. on a Samsung 8 it does not all me to purchase flights. continuously kicks the city out..I also have issues checking in. my work around is to. heck in on line THEN it shows up on my phone. All of this defeats the purpose and especially as much as I fly for business and pleasure. I also emailed Delta directly with these concerns with no response,Negative,Application Crashes
"Latest upgrade is broken. My Trips to List Trips to Select Trip to View Bording Pass (4 clicks) goes to a fully new screen that shows a background with small letters about when next trip occurs. Trip notifications are directed to screen that says you have no upcoming trips. Deleted app, reinstalled but this didn't fix the issue. Not usable for showing boarding pass any more, back to paper tickets.",Negative,My trips page
"The Android OS app works well enough, though it's not as polished as the app for the iPhone/iPad/Apple Watch, which brings me to my major issue with this app: there is an app for WearOS that shows up on my watch, so I download and install it on my Fossil Sport only to tell me that it's incompatible with that device! It also doesn't work with the Huawei Watch 2, Q Explorist HR, LG Sport, and two other Wear OS devices I've tried, which begs the question: which devices does the Wear OS app work with????",Negative,Application Crashes
"OK when it works but it doesn't work about 50% of the time. Frequently says ""Oops, something went wrong"" and crashes, or my boarding pass disappears such as yesterday, right before I had to board my plane. Nice going Delta. No option to download the pass for offline use which is essential if the airport has crappy wifi. Doesn't keep you logged in, kept having to look up my confirmation number even though my flight details were there. Check out United's app, theirs is much better.",Negative,Application Crashes
"First time using this app and it worked great. My husband and I each downloaded it and used it for our trip. We received our e-boarding passes within the app, were able to check-in the day before our trip, received important notifications concerning our trip prior to and during it including gate change notifications as well as a delay in boarding message. Very easy to use.",Negative,My trips page
Won't allow check-in without location permission. Will not fly with these chumps again.,Negative,My trips page
App continues to close in mid-season. Cannot file my report for delayed baggage.,Negative,Application Crashes
"This app constantly crashes. I can't accomplish anything on it - I've restarted the app, I've restarted my phone, I've uninstalled and reinstalled the app multiple times. Nothing works. Just a really poor functioning app. I expected better from Delta.",Negative,Application Crashes
"WARNING - MAJOR PAYMENT BUG!: when you pay for baggage, this app will tell you the transaction couldn't be completed even though it was. So you try again and get charged each time. Now I have to chase Delta for refunds - they never even flagged it or contacted me to refund me for extra baggage payments for a previous flight I took.",Negative,Payment Page
"Loaded boarding passes on the app, checked our bags and proceeded to security. Scanned my boarding pass fine, scanned my wife's, then when tried to swipe to my child's, got an error, can't load boarding pass. Swiped back to mine, same error. Frustrated and had to go back to check-in counters to print paper passes. Good thing we had plenty of time. Unreliable. Don't depend on it!",Negative,My trips page
"This app sucks. My flight was canceled and decided to download the app to keep current on my connecting flight status. I ultimately missed my connection and was automatically rebooked on the next available flight twice. I only knew this because I was looking directly online. the app still had me on the first flight I missed and if I relied on the app, I would have had no clue what was going on. not to mention it is hard to navigate. I am deleting the app and going to rely on the website.",Negative,Flight Status
"This is absolutely awful. I used this app and website maybe a two years ago now and it was one of the best experiences. Now, this app and website both suck. Like most reviews complain about already you need to enter your info EVERY time you need/want to see flight status, check in, etc. It is extremely annoying to deal with. The app is literally the website in an iframe. What happened Delta?",Negative,My trips page
"Not a great option for boarding pass. Even though I stay logged into app with frequent flyer number, have to search for flight with name and confirmation number. App boots me out of boarding pass after half hour and have to search again with conf. number. Really inconvenient and pannic inducing if you get booted out right as you reach security checkpoint and have to search through your emails for the stupid conf number. If you can access trip, nice to have updated gate info.",Negative,My trips page
"App is garbage. If you don't have internet access the app loses you boarding pass. It supposed to be able to save the boarding pass to your wallet, on Android it does not even give you the option and the iPhone version keeps coming up with errors. App should be simple and have the ability just to save the boarding passes with out needing internet access. Will be deleting the app and going back to paper. So much for trying to save natural resources.",Negative,My trips page
Problem all time. Stupid app,Negative,User Experience
Log me out and doesn't allow me to log in with the right credentials. Doesn't accept my credit card information. I have to call in to make reservations. Unreliable.,Negative,Login Issues
Been trying to download app several times over the last month still not successful. Tried with 2 other phones still same issue.,Negative,Application Crashes
"Sends out spam ""test"" notifications",Negative,User Experience
"This app is not easy to use. I cannot navigate through it at all. To be fair, maybe I am just use to the ease of the Alaska Airlines app where I can easily add other family members reservations to my phone too, make changes and contact Alaska Airlines quickly. This will be the first time I fly with Delta. I am optimistic that the flight will be more pleasurable than their app. If not, I will be back to flying only Alaska Airlines.",Negative,User Experience
"Functional but crashes a lot. Worst part is every time you need to change your password, this app will log you out and lock your account. Then you have to call in to reset your password again before you can use your account. After several times of doing this, I'm contemplating whether this app is worth having in the first place.",Negative,Application Crashes
"I am not able to login to the app anymore. Something has changed. The usual phone restart, cleanup, Delta app uninstall and install didn't help. I am still able to log in, while using my laptop. Same credentials don't work for the phone app. I'll add more stars, when it is fixed. Samsung Galaxy S8, Android version 9 UpdateJuly 27th, 2019: Back in business, thanks to cust service going extra mile. Happy using this app during every travel of mine. Rating increased. Thank you.",Positive,Login Issues
"topped working this morning. Everytime I try to login it says, Oops, please enter valid credentials. I can use the same credentials to log into the website from the same phone and other devices. Restart, clear cache, clear data, uninstall/reinstall... no dice, same issue is still there. So the app has rendered itself completely useless for me.",Negative,Login Issues
Right as you get to the TSA station to go through security at a packed airport is pretty much the worst time for your airline app to crash and dump all your flight info and boarding pass. Had to back out of line and go all the way back to print my boarding pass. Uninstalled the app immediately after that. I could have missed my flight!,Negative,My trips page
There's no way to view my return flight's information. The app has no way of reporting issues other than calling a phone number.,Negative,My trips page
"t does the job, and is honestly much better than it used to be, but for an app that you expect to use while traveling to just completely not work while you've got a VPN running? Really? You mean I have to open myself up to security risks to use your app? Bad, bad move, Delta.",Negative,Application Crashes
Great app but whenever I'm checking in using the app I have to reinput my travel documentation even though it's already in my profile and when I try to pay for luggage it continually declines or doesn't process the payment regardless of the type of card used. Other than that does everything I need it to. On a Galaxy Note 9.,Negative,Payment Page
"absolute garbage. the app doesn't even work. had to change my password 8 times. and every time it has said I am not entering ""valid credentials."" the whole point of an airline app is to make it easier for the customer to use and have flight info on their phone. this makes it impossible to even log in to. waste of space and time.",Negative,Application Crashes
"It works almost entirely as it should, but one of the programmers needs to fix the text entries for departure and boarding times. On every single one of my flights it will say something ridiculous like ""departs at 10AM, boards at 1230PM. It's an easy fix and I don't see why it wouldn't be patched.",Positive,My trips page
"Very useful; lets you view flights without needing to login/create an account; opened app after flight notice, and was checked in automatically!; good that it only supports portrait orientation (will not accidentally flip when you place it on the reader); (do wish it had a separate ticket view that automatically boosted screen brightness, as other apps do, but on the other hand no problems with default settings).",Positive,Login Issues
This app used to run perfectly. Now it seems to log me out just as I am getting ready to board a plane. A page pops up and says 'you have no flights today' as I'm in line to board. It's frustrating. My quick fix it to take a screen shot of my boarding pass or print off my boarding pass. This issue really needs to be fixed.,Negative,Login Issues
"Always print boarding passes because the app randomly logs you out or crashes, usually when you're in line to board, and you have to have your confirmation number or cc number handy to get your flight info again. When it works it's fine, but I just can't count on it to work.",Negative,Application Crashes
